,,,,,,,,,
Operating Airline,Operating Airline IATA Code,Published Airline,GEO Region,Activity Type Code,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month
Virgin Atlantic,VS,Virgin Atlantic,Europe,Enplaned,10179,Enplaned,10179,2016,January
Aer Lingus,EI,Aer Lingus,Europe,Deplaned,3063,Deplaned,3063,2016,February
Aer Lingus,EI,Aer Lingus,Europe,Enplaned,2737,Enplaned,2737,2016,February
Aeromexico,AM,Aeromexico,Mexico,Deplaned,9819,Deplaned,9819,2016,February
Aeromexico,AM,Aeromexico,Mexico,Enplaned,9184,Enplaned,9184,2016,February
Air Canada,AC,Air Canada,Canada,Deplaned,27023,Deplaned,27023,2016,February
Air Canada,AC,Air Canada,Canada,Enplaned,25785,Enplaned,25785,2016,February
Air China,CA,Air China,Asia,Deplaned,7442,Deplaned,7442,2016,February
Air China,CA,Air China,Asia,Enplaned,7731,Enplaned,7731,2016,February
Air France,AF,Air France,Europe,Deplaned,8240,Deplaned,8240,2016,February
Air France,AF,Air France,Europe,Enplaned,7636,Enplaned,7636,2016,February
Air India Limited,AI,Air India Limited,Asia,Deplaned,2926,Deplaned,2926,2016,February
Air India Limited,AI,Air India Limited,Asia,Enplaned,2411,Enplaned,2411,2016,February
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Deplaned,8072,Deplaned,8072,2016,February
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Enplaned,8839,Enplaned,8839,2016,February
Alaska Airlines,AS,Alaska Airlines,US,Deplaned,49990,Deplaned,49990,2016,February
Alaska Airlines,AS,Alaska Airlines,US,Enplaned,48659,Enplaned,48659,2016,February
Alaska Airlines,AS,Alaska Airlines,Mexico,Deplaned,5622,Deplaned,5622,2016,February
Alaska Airlines,AS,Alaska Airlines,Mexico,Enplaned,5469,Enplaned,5469,2016,February
All Nippon Airways,NH,All Nippon Airways,Asia,Deplaned,6334,Deplaned,6334,2016,February
All Nippon Airways,NH,All Nippon Airways,Asia,Enplaned,5764,Enplaned,5764,2016,February
American Airlines,AA,American Airlines,US,Deplaned,53953,Deplaned,53953,2016,February
American Airlines,AA,American Airlines,US,Enplaned,54491,Enplaned,54491,2016,February
American Airlines,AA,American Airlines,US,Deplaned,102287,Deplaned,102287,2016,February
American Airlines,AA,American Airlines,US,Enplaned,100476,Enplaned,100476,2016,February
Asiana Airlines,OZ,Asiana Airlines,Asia,Deplaned,7522,Deplaned,7522,2016,February
Asiana Airlines,OZ,Asiana Airlines,Asia,Enplaned,7225,Enplaned,7225,2016,February
British Airways,BA,British Airways,Europe,Deplaned,17473,Deplaned,17473,2016,February
British Airways,BA,British Airways,Europe,Enplaned,16230,Enplaned,16230,2016,February
"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",Central America,Deplaned,3263,Deplaned,3263,2016,February
"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",Central America,Enplaned,3872,Enplaned,3872,2016,February
Cathay Pacific,CX,Cathay Pacific,Asia,Deplaned,19297,Deplaned,19297,2016,February
Cathay Pacific,CX,Cathay Pacific,Asia,Enplaned,14626,Enplaned,14626,2016,February
China Airlines,CI,China Airlines,Asia,Deplaned,8533,Deplaned,8533,2016,February
China Airlines,CI,China Airlines,Asia,Enplaned,8948,Enplaned,8948,2016,February
China Eastern,MU,China Eastern,Asia,Deplaned,5731,Deplaned,5731,2016,February
China Eastern,MU,China Eastern,Asia,Enplaned,5787,Enplaned,5787,2016,February
China Southern,CZ,China Southern,Asia,Deplaned,5771,Deplaned,5771,2016,February
China Southern,CZ,China Southern,Asia,Enplaned,5583,Enplaned,5583,2016,February
Compass Airlines,CP,Delta Air Lines,US,Deplaned,12248,Deplaned,12248,2016,February
Compass Airlines,CP,Delta Air Lines,US,Enplaned,12228,Enplaned,12228,2016,February
Compass Airlines,CP,Delta Air Lines,US,Thru / Transit,43,Thru / Transit * 2,86,2016,February
Compass Airlines,CP,American Airlines,US,Deplaned,9497,Deplaned,9497,2016,February
Compass Airlines,CP,American Airlines,US,Enplaned,8578,Enplaned,8578,2016,February
Delta Air Lines,DL,Delta Air Lines,US,Deplaned,119497,Deplaned,119497,2016,February
Delta Air Lines,DL,Delta Air Lines,US,Enplaned,116507,Enplaned,116507,2016,February
EVA Airways,BR,EVA Airways,Asia,Deplaned,16098,Deplaned,16098,2016,February
EVA Airways,BR,EVA Airways,Asia,Enplaned,15788,Enplaned,15788,2016,February
Emirates,EK,Emirates,Middle East,Deplaned,11796,Deplaned,11796,2016,February
Emirates,EK,Emirates,Middle East,Enplaned,11411,Enplaned,11411,2016,February
Etihad Airways,EY,Etihad Airways,Middle East,Deplaned,6048,Deplaned,6048,2016,February
Etihad Airways,EY,Etihad Airways,Middle East,Enplaned,4591,Enplaned,4591,2016,February
Frontier Airlines,F9,Frontier Airlines,US,Deplaned,23753,Deplaned,23753,2016,February
Frontier Airlines,F9,Frontier Airlines,US,Enplaned,23704,Enplaned,23704,2016,February
Hawaiian Airlines,HA,Hawaiian Airlines,US,Deplaned,12633,Deplaned,12633,2016,February
Hawaiian Airlines,HA,Hawaiian Airlines,US,Enplaned,12471,Enplaned,12471,2016,February
Japan Airlines,JL,Japan Airlines,Asia,Deplaned,5743,Deplaned,5743,2016,February
Japan Airlines,JL,Japan Airlines,Asia,Enplaned,5658,Enplaned,5658,2016,February
JetBlue Airways,B6,JetBlue Airways,US,Deplaned,61855,Deplaned,61855,2016,February
JetBlue Airways,B6,JetBlue Airways,US,Enplaned,61551,Enplaned,61551,2016,February
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Deplaned,6344,Deplaned,6344,2016,February
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Enplaned,5338,Enplaned,5338,2016,February
Korean Air Lines,KE,Korean Air Lines,Asia,Deplaned,8341,Deplaned,8341,2016,February
Korean Air Lines,KE,Korean Air Lines,Asia,Enplaned,8803,Enplaned,8803,2016,February
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Deplaned,18081,Deplaned,18081,2016,February
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Enplaned,16768,Enplaned,16768,2016,February
Philippine Airlines,PR,Philippine Airlines,Asia,Deplaned,10455,Deplaned,10455,2016,February
Philippine Airlines,PR,Philippine Airlines,Asia,Enplaned,8837,Enplaned,8837,2016,February
Qantas Airways,QF,Qantas Airways,Australia / Oceania,Deplaned,5687,Deplaned,5687,2016,February
Qantas Airways,QF,Qantas Airways,Australia / Oceania,Enplaned,5491,Enplaned,5491,2016,February
SAS Airlines,SK,SAS Airlines,Europe,Deplaned,5106,Deplaned,5106,2016,February
SAS Airlines,SK,SAS Airlines,Europe,Enplaned,3958,Enplaned,3958,2016,February
Singapore Airlines,SQ,Singapore Airlines,Asia,Deplaned,11580,Deplaned,11580,2016,February
Singapore Airlines,SQ,Singapore Airlines,Asia,Enplaned,12329,Enplaned,12329,2016,February
SkyWest Airlines,OO,Delta Air Lines,US,Deplaned,4257,Deplaned,4257,2016,February
SkyWest Airlines,OO,Delta Air Lines,US,Enplaned,4400,Enplaned,4400,2016,February
SkyWest Airlines,OO,United Airlines,US,Deplaned,139960,Deplaned,139960,2016,February
SkyWest Airlines,OO,United Airlines,US,Enplaned,138317,Enplaned,138317,2016,February
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,1262,Deplaned,1262,2016,February
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,6420,Deplaned,6420,2016,February
SkyWest Airlines,OO,United Airlines,Canada,Enplaned,7384,Enplaned,7384,2016,February
Southwest Airlines,WN,Southwest Airlines,US,Deplaned,124416,Deplaned,124416,2016,February
Southwest Airlines,WN,Southwest Airlines,US,Enplaned,121997,Enplaned,121997,2016,February
Southwest Airlines,WN,Southwest Airlines,US,Thru / Transit,22,Thru / Transit * 2,44,2016,February
Sun Country Airlines,SY,Sun Country Airlines,US,Deplaned,2692,Deplaned,2692,2016,February
Sun Country Airlines,SY,Sun Country Airlines,US,Enplaned,2759,Enplaned,2759,2016,February
Sun Country Airlines,SY,Sun Country Airlines,Mexico,Deplaned,869,Deplaned,869,2016,February
Sun Country Airlines,SY,Sun Country Airlines,Mexico,Enplaned,1134,Enplaned,1134,2016,February
Swiss International,LX,Swiss International,Europe,Deplaned,5332,Deplaned,5332,2016,February
Swiss International,LX,Swiss International,Europe,Enplaned,4564,Enplaned,4564,2016,February
TACA,TA,TACA,Central America,Deplaned,5102,Deplaned,5102,2016,February
TACA,TA,TACA,Central America,Enplaned,4741,Enplaned,4741,2016,February
Turkish Airlines,TK,Turkish Airlines,Europe,Deplaned,7820,Deplaned,7820,2016,February
Turkish Airlines,TK,Turkish Airlines,Europe,Enplaned,7980,Enplaned,7980,2016,February
United Airlines,UA,United Airlines,US,Deplaned,21674,Deplaned,21674,2016,February
United Airlines,UA,United Airlines,US,Enplaned,18397,Enplaned,18397,2016,February
United Airlines,UA,United Airlines,US,Deplaned,214074,Deplaned,214074,2016,February
United Airlines,UA,United Airlines,US,Enplaned,222485,Enplaned,222485,2016,February
United Airlines,UA,United Airlines,US,Thru / Transit,31,Thru / Transit * 2,62,2016,February
United Airlines,UA,United Airlines,US,Deplaned,270168,Deplaned,270168,2016,February
United Airlines,UA,United Airlines,US,Enplaned,257190,Enplaned,257190,2016,February
United Airlines,UA,United Airlines,US,Thru / Transit,16,Thru / Transit * 2,32,2016,February
United Airlines,UA,United Airlines,Asia,Deplaned,60419,Deplaned,60419,2016,February
United Airlines,UA,United Airlines,Asia,Enplaned,63271,Enplaned,63271,2016,February
United Airlines,UA,United Airlines,Australia / Oceania,Deplaned,6210,Deplaned,6210,2016,February
United Airlines,UA,United Airlines,Australia / Oceania,Enplaned,7002,Enplaned,7002,2016,February
United Airlines,UA,United Airlines,Canada,Deplaned,353,Deplaned,353,2016,February
United Airlines,UA,United Airlines,Canada,Enplaned,715,Enplaned,715,2016,February
United Airlines,UA,United Airlines,Canada,Deplaned,5870,Deplaned,5870,2016,February
United Airlines,UA,United Airlines,Canada,Enplaned,499,Enplaned,499,2016,February
United Airlines,UA,United Airlines,Canada,Deplaned,6794,Deplaned,6794,2016,February
United Airlines,UA,United Airlines,Canada,Enplaned,11216,Enplaned,11216,2016,February
United Airlines,UA,United Airlines,Europe,Deplaned,15728,Deplaned,15728,2016,February
United Airlines,UA,United Airlines,Europe,Enplaned,13745,Enplaned,13745,2016,February
United Airlines,UA,United Airlines,Mexico,Deplaned,20621,Deplaned,20621,2016,February
United Airlines,UA,United Airlines,Mexico,Enplaned,10469,Enplaned,10469,2016,February
United Airlines,UA,United Airlines,Mexico,Enplaned,119,Enplaned,119,2016,February
United Airlines,UA,United Airlines,Mexico,Enplaned,10577,Enplaned,10577,2016,February
Virgin America,VX,Virgin America,US,Deplaned,160656,Deplaned,160656,2016,February
Virgin America,VX,Virgin America,US,Enplaned,158191,Enplaned,158191,2016,February
Virgin America,VX,Virgin America,Mexico,Deplaned,3617,Deplaned,3617,2016,February
Virgin America,VX,Virgin America,Mexico,Enplaned,3439,Enplaned,3439,2016,February
Virgin Atlantic,VS,Virgin Atlantic,Europe,Deplaned,8329,Deplaned,8329,2016,February
Virgin Atlantic,VS,Virgin Atlantic,Europe,Enplaned,7706,Enplaned,7706,2016,February
Aer Lingus,EI,Aer Lingus,Europe,Deplaned,5900,Deplaned,5900,2016,March
Aer Lingus,EI,Aer Lingus,Europe,Enplaned,5755,Enplaned,5755,2016,March
Aeromexico,AM,Aeromexico,Mexico,Deplaned,10710,Deplaned,10710,2016,March
Aeromexico,AM,Aeromexico,Mexico,Enplaned,10879,Enplaned,10879,2016,March
Air Canada,AC,Air Canada,Canada,Deplaned,27767,Deplaned,27767,2016,March
Air Canada,AC,Air Canada,Canada,Enplaned,29808,Enplaned,29808,2016,March
Air China,CA,Air China,Asia,Deplaned,8021,Deplaned,8021,2016,March
Air France,AF,Air France,Europe,Deplaned,9972,Deplaned,9972,2016,March
Air France,AF,Air France,Europe,Enplaned,10574,Enplaned,10574,2016,March
Air India Limited,AI,Air India Limited,Asia,Deplaned,3045,Deplaned,3045,2016,March
Air India Limited,AI,Air India Limited,Asia,Enplaned,2258,Enplaned,2258,2016,March
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Deplaned,9438,Deplaned,9438,2016,March
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Enplaned,8453,Enplaned,8453,2016,March
Alaska Airlines,AS,Alaska Airlines,US,Deplaned,56638,Deplaned,56638,2016,March
Alaska Airlines,AS,Alaska Airlines,US,Enplaned,59029,Enplaned,59029,2016,March
Alaska Airlines,AS,Alaska Airlines,Mexico,Deplaned,5026,Deplaned,5026,2016,March
Alaska Airlines,AS,Alaska Airlines,Mexico,Enplaned,5480,Enplaned,5480,2016,March
All Nippon Airways,NH,All Nippon Airways,Asia,Deplaned,6706,Deplaned,6706,2016,March
All Nippon Airways,NH,All Nippon Airways,Asia,Enplaned,7093,Enplaned,7093,2016,March
American Airlines,AA,American Airlines,US,Deplaned,62455,Deplaned,62455,2016,March
American Airlines,AA,American Airlines,US,Enplaned,67085,Enplaned,67085,2016,March
American Airlines,AA,American Airlines,US,Deplaned,113706,Deplaned,113706,2016,March
American Airlines,AA,American Airlines,US,Enplaned,117872,Enplaned,117872,2016,March
Asiana Airlines,OZ,Asiana Airlines,Asia,Deplaned,7514,Deplaned,7514,2016,March
Asiana Airlines,OZ,Asiana Airlines,Asia,Enplaned,6591,Enplaned,6591,2016,March
British Airways,BA,British Airways,Europe,Deplaned,19434,Deplaned,19434,2016,March
British Airways,BA,British Airways,Europe,Enplaned,18392,Enplaned,18392,2016,March
"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",Central America,Deplaned,3723,Deplaned,3723,2016,March
"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",Central America,Enplaned,4173,Enplaned,4173,2016,March
Cathay Pacific,CX,Cathay Pacific,Asia,Deplaned,20930,Deplaned,20930,2016,March
Cathay Pacific,CX,Cathay Pacific,Asia,Enplaned,19129,Enplaned,19129,2016,March
China Airlines,CI,China Airlines,Asia,Deplaned,9534,Deplaned,9534,2016,March
China Airlines,CI,China Airlines,Asia,Enplaned,9853,Enplaned,9853,2016,March
China Eastern,MU,China Eastern,Asia,Deplaned,5995,Deplaned,5995,2016,March
China Eastern,MU,China Eastern,Asia,Enplaned,6135,Enplaned,6135,2016,March
China Southern,CZ,China Southern,Asia,Deplaned,6029,Deplaned,6029,2016,March
China Southern,CZ,China Southern,Asia,Enplaned,6053,Enplaned,6053,2016,March
Compass Airlines,CP,Delta Air Lines,US,Deplaned,10239,Deplaned,10239,2016,March
Compass Airlines,CP,Delta Air Lines,US,Enplaned,10704,Enplaned,10704,2016,March
Compass Airlines,CP,American Airlines,US,Deplaned,9368,Deplaned,9368,2016,March
Compass Airlines,CP,American Airlines,US,Enplaned,8477,Enplaned,8477,2016,March
Delta Air Lines,DL,Delta Air Lines,US,Deplaned,156235,Deplaned,156235,2016,March
Delta Air Lines,DL,Delta Air Lines,US,Enplaned,133097,Enplaned,133097,2016,March
EVA Airways,BR,EVA Airways,Asia,Deplaned,17450,Deplaned,17450,2016,March
EVA Airways,BR,EVA Airways,Asia,Enplaned,16590,Enplaned,16590,2016,March
Emirates,EK,Emirates,Middle East,Deplaned,13760,Deplaned,13760,2016,March
Emirates,EK,Emirates,Middle East,Enplaned,11503,Enplaned,11503,2016,March
Etihad Airways,EY,Etihad Airways,Middle East,Deplaned,7099,Deplaned,7099,2016,March
Etihad Airways,EY,Etihad Airways,Middle East,Enplaned,5007,Enplaned,5007,2016,March
Frontier Airlines,F9,Frontier Airlines,US,Deplaned,27768,Deplaned,27768,2016,March
Frontier Airlines,F9,Frontier Airlines,US,Enplaned,28319,Enplaned,28319,2016,March
Hawaiian Airlines,HA,Hawaiian Airlines,US,Deplaned,15322,Deplaned,15322,2016,March
Hawaiian Airlines,HA,Hawaiian Airlines,US,Enplaned,15728,Enplaned,15728,2016,March
Japan Airlines,JL,Japan Airlines,Asia,Deplaned,5693,Deplaned,5693,2016,March
Japan Airlines,JL,Japan Airlines,Asia,Enplaned,6879,Enplaned,6879,2016,March
JetBlue Airways,B6,JetBlue Airways,US,Deplaned,61855,Deplaned,61855,2016,March
JetBlue Airways,B6,JetBlue Airways,US,Enplaned,61551,Enplaned,61551,2016,March
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Deplaned,8401,Deplaned,8401,2016,March
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Enplaned,7726,Enplaned,7726,2016,March
Korean Air Lines,KE,Korean Air Lines,Asia,Deplaned,7662,Deplaned,7662,2016,March
Korean Air Lines,KE,Korean Air Lines,Asia,Enplaned,7894,Enplaned,7894,2016,March
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Deplaned,21975,Deplaned,21975,2016,March
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Enplaned,21710,Enplaned,21710,2016,March
Philippine Airlines,PR,Philippine Airlines,Asia,Deplaned,11430,Deplaned,11430,2016,March
Philippine Airlines,PR,Philippine Airlines,Asia,Enplaned,9904,Enplaned,9904,2016,March
Qantas Airways,QF,Qantas Airways,Australia / Oceania,Deplaned,7136,Deplaned,7136,2016,March
Qantas Airways,QF,Qantas Airways,Australia / Oceania,Enplaned,5329,Enplaned,5329,2016,March
SAS Airlines,SK,SAS Airlines,Europe,Deplaned,6368,Deplaned,6368,2016,March
SAS Airlines,SK,SAS Airlines,Europe,Enplaned,5518,Enplaned,5518,2016,March
Singapore Airlines,SQ,Singapore Airlines,Asia,Deplaned,11807,Deplaned,11807,2016,March
Singapore Airlines,SQ,Singapore Airlines,Asia,Enplaned,13553,Enplaned,13553,2016,March
SkyWest Airlines,OO,Alaska Airlines,US,Deplaned,942,Deplaned,942,2016,March
SkyWest Airlines,OO,Alaska Airlines,US,Enplaned,989,Enplaned,989,2016,March
SkyWest Airlines,OO,Delta Air Lines,US,Deplaned,2394,Deplaned,2394,2016,March
SkyWest Airlines,OO,Delta Air Lines,US,Enplaned,2409,Enplaned,2409,2016,March
SkyWest Airlines,OO,United Airlines,US,Deplaned,157756,Deplaned,157756,2016,March
SkyWest Airlines,OO,United Airlines,US,Enplaned,158773,Enplaned,158773,2016,March
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,1299,Deplaned,1299,2016,March
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,8527,Deplaned,8527,2016,March
SkyWest Airlines,OO,United Airlines,Canada,Enplaned,8364,Enplaned,8364,2016,March
Southwest Airlines,WN,Southwest Airlines,US,Deplaned,141992,Deplaned,141992,2016,March
Southwest Airlines,WN,Southwest Airlines,US,Enplaned,142567,Enplaned,142567,2016,March
Southwest Airlines,WN,Southwest Airlines,US,Thru / Transit,29,Thru / Transit * 2,58,2016,March
Sun Country Airlines,SY,Sun Country Airlines,US,Deplaned,3335,Deplaned,3335,2016,March
Sun Country Airlines,SY,Sun Country Airlines,US,Enplaned,3315,Enplaned,3315,2016,March
Sun Country Airlines,SY,Sun Country Airlines,Mexico,Deplaned,411,Deplaned,411,2016,March
Sun Country Airlines,SY,Sun Country Airlines,Mexico,Enplaned,146,Enplaned,146,2016,March
Swiss International,LX,Swiss International,Europe,Deplaned,5995,Deplaned,5995,2016,March
Swiss International,LX,Swiss International,Europe,Enplaned,5538,Enplaned,5538,2016,March
TACA,TA,TACA,Central America,Deplaned,5186,Deplaned,5186,2016,March
TACA,TA,TACA,Central America,Enplaned,5405,Enplaned,5405,2016,March
Turkish Airlines,TK,Turkish Airlines,Europe,Deplaned,8865,Deplaned,8865,2016,March
Turkish Airlines,TK,Turkish Airlines,Europe,Enplaned,8729,Enplaned,8729,2016,March
United Airlines,UA,United Airlines,US,Deplaned,26087,Deplaned,26087,2016,March
United Airlines,UA,United Airlines,US,Enplaned,31435,Enplaned,31435,2016,March
